RecordNumber,SourceName,TaskCategory,EventCode,EventType,Type
13633,RFCOMM,"The operation completed successfully.",1,4,Information
13632,BTHUSB,"The operation completed successfully.",37,4,Information
13631,BTHUSB,"The operation completed successfully.",37,4,Information
13630,RFCOMM,"The operation completed successfully.",1,4,Information
13629,BTHUSB,"The operation completed successfully.",37,4,Information
13628,BTHUSB,"The operation completed successfully.",37,4,Information
13627,RFCOMM,"The operation completed successfully.",1,4,Information
13626,BTHUSB,"The operation completed successfully.",37,4,Information
13625,BTHUSB,"The operation completed successfully.",37,4,Information
13624,RFCOMM,"The operation completed successfully.",1,4,Information
13623,BTHUSB,"The operation completed successfully.",37,4,Information
13622,BTHUSB,"The operation completed successfully.",37,4,Information
13621,RFCOMM,"The operation completed successfully.",1,4,Information
13620,BTHUSB,"The operation completed successfully.",37,4,Information
13619,BTHUSB,"The operation completed successfully.",37,4,Information
13618,RFCOMM,"The operation completed successfully.",1,4,Information
13617,BTHUSB,"The operation completed successfully.",37,4,Information
13616,BTHUSB,"The operation completed successfully.",37,4,Information
13615,RFCOMM,"The operation completed successfully.",1,4,Information
13614,BTHUSB,"The operation completed successfully.",37,4,Information
13613,BTHUSB,"The operation completed successfully.",37,4,Information
13612,RFCOMM,"The operation completed successfully.",1,4,Information
13611,BTHUSB,"The operation completed successfully.",37,4,Information
13610,BTHUSB,"The operation completed successfully.",37,4,Information
13609,RFCOMM,"The operation completed successfully.",1,4,Information
13608,BTHUSB,"The operation completed successfully.",37,4,Information
13607,BTHUSB,"The operation completed successfully.",37,4,Information
13606,RFCOMM,"The operation completed successfully.",1,4,Information
13605,BTHUSB,"The operation completed successfully.",37,4,Information
13604,BTHUSB,"The operation completed successfully.",37,4,Information
13603,RFCOMM,"The operation completed successfully.",1,4,Information
13602,BTHUSB,"The operation completed successfully.",37,4,Information
13601,BTHUSB,"The operation completed successfully.",37,4,Information
13600,RFCOMM,"The operation completed successfully.",1,4,Information
13599,BTHUSB,"The operation completed successfully.",37,4,Information
13598,BTHUSB,"The operation completed successfully.",37,4,Information
13597,RFCOMM,"The operation completed successfully.",1,4,Information
13596,BTHUSB,"The operation completed successfully.",37,4,Information
13595,BTHUSB,"The operation completed successfully.",37,4,Information
13594,RFCOMM,"The operation completed successfully.",1,4,Information
13593,BTHUSB,"The operation completed successfully.",37,4,Information
13592,BTHUSB,"The operation completed successfully.",37,4,Information
13591,RFCOMM,"The operation completed successfully.",1,4,Information
13590,BTHUSB,"The operation completed successfully.",37,4,Information
13589,BTHUSB,"The operation completed successfully.",37,4,Information
13588,RFCOMM,"The operation completed successfully.",1,4,Information
13587,BTHUSB,"The operation completed successfully.",37,4,Information
13586,BTHUSB,"The operation completed successfully.",37,4,Information
13585,RFCOMM,"The operation completed successfully.",1,4,Information
13584,BTHUSB,"The operation completed successfully.",37,4,Information
13583,BTHUSB,"The operation completed successfully.",37,4,Information
13582,RFCOMM,"The operation completed successfully.",1,4,Information
13581,BTHUSB,"The operation completed successfully.",37,4,Information
13580,BTHUSB,"The operation completed successfully.",37,4,Information
13579,RFCOMM,"The operation completed successfully.",1,4,Information
13578,BTHUSB,"The operation completed successfully.",37,4,Information
13577,BTHUSB,"The operation completed successfully.",37,4,Information
13576,RFCOMM,"The operation completed successfully.",1,4,Information
13575,BTHUSB,"The operation completed successfully.",37,4,Information
13574,BTHUSB,"The operation completed successfully.",37,4,Information
13573,RFCOMM,"The operation completed successfully.",1,4,Information
13572,BTHUSB,"The operation completed successfully.",37,4,Information
13571,BTHUSB,"The operation completed successfully.",37,4,Information
13570,RFCOMM,"The operation completed successfully.",1,4,Information
13569,BTHUSB,"The operation completed successfully.",37,4,Information
13568,BTHUSB,"The operation completed successfully.",37,4,Information
13567,RFCOMM,"The operation completed successfully.",1,4,Information
13566,BTHUSB,"The operation completed successfully.",37,4,Information
13565,BTHUSB,"The operation completed successfully.",37,4,Information
13564,RFCOMM,"The operation completed successfully.",1,4,Information
13563,BTHUSB,"The operation completed successfully.",37,4,Information
13562,BTHUSB,"The operation completed successfully.",37,4,Information
13561,RFCOMM,"The operation completed successfully.",1,4,Information
13560,BTHUSB,"The operation completed successfully.",37,4,Information
13559,BTHUSB,"The operation completed successfully.",37,4,Information
13558,RFCOMM,"The operation completed successfully.",1,4,Information
13557,BTHUSB,"The operation completed successfully.",37,4,Information
13556,BTHUSB,"The operation completed successfully.",37,4,Information
13555,RFCOMM,"The operation completed successfully.",1,4,Information
13554,BTHUSB,"The operation completed successfully.",37,4,Information
13553,BTHUSB,"The operation completed successfully.",37,4,Information
13552,RFCOMM,"The operation completed successfully.",1,4,Information
13551,BTHUSB,"The operation completed successfully.",37,4,Information
13550,BTHUSB,"The operation completed successfully.",37,4,Information
13549,RFCOMM,"The operation completed successfully.",1,4,Information
13548,BTHUSB,"The operation completed successfully.",37,4,Information
13547,BTHUSB,"The operation completed successfully.",37,4,Information
13546,RFCOMM,"The operation completed successfully.",1,4,Information
13545,BTHUSB,"The operation completed successfully.",37,4,Information
13544,BTHUSB,"The operation completed successfully.",37,4,Information
13543,RFCOMM,"The operation completed successfully.",1,4,Information
13542,BTHUSB,"The operation completed successfully.",37,4,Information
13541,BTHUSB,"The operation completed successfully.",37,4,Information
13540,RFCOMM,"The operation completed successfully.",1,4,Information
13539,BTHUSB,"The operation completed successfully.",37,4,Information
13538,BTHUSB,"The operation completed successfully.",37,4,Information
13537,RFCOMM,"The operation completed successfully.",1,4,Information
13536,BTHUSB,"The operation completed successfully.",37,4,Information
13535,BTHUSB,"The operation completed successfully.",37,4,Information
13534,RFCOMM,"The operation completed successfully.",1,4,Information
13533,BTHUSB,"The operation completed successfully.",37,4,Information
13532,BTHUSB,"The operation completed successfully.",37,4,Information
13531,RFCOMM,"The operation completed successfully.",1,4,Information
13530,BTHUSB,"The operation completed successfully.",37,4,Information
13529,BTHUSB,"The operation completed successfully.",37,4,Information
13528,RFCOMM,"The operation completed successfully.",1,4,Information
13527,BTHUSB,"The operation completed successfully.",37,4,Information
13526,BTHUSB,"The operation completed successfully.",37,4,Information
13525,RFCOMM,"The operation completed successfully.",1,4,Information
13524,BTHUSB,"The operation completed successfully.",37,4,Information
13523,BTHUSB,"The operation completed successfully.",37,4,Information
13522,RFCOMM,"The operation completed successfully.",1,4,Information
13521,BTHUSB,"The operation completed successfully.",37,4,Information
13520,BTHUSB,"The operation completed successfully.",37,4,Information
13519,RFCOMM,"The operation completed successfully.",1,4,Information
13518,BTHUSB,"The operation completed successfully.",37,4,Information
13517,BTHUSB,"The operation completed successfully.",37,4,Information
13516,RFCOMM,"The operation completed successfully.",1,4,Information
13515,BTHUSB,"The operation completed successfully.",37,4,Information
13514,BTHUSB,"The operation completed successfully.",37,4,Information
13513,RFCOMM,"The operation completed successfully.",1,4,Information
13512,BTHUSB,"The operation completed successfully.",37,4,Information
13511,BTHUSB,"The operation completed successfully.",37,4,Information
13510,RFCOMM,"The operation completed successfully.",1,4,Information
13509,BTHUSB,"The operation completed successfully.",37,4,Information
13508,BTHUSB,"The operation completed successfully.",37,4,Information
13507,RFCOMM,"The operation completed successfully.",1,4,Information
13506,BTHUSB,"The operation completed successfully.",37,4,Information
13505,BTHUSB,"The operation completed successfully.",37,4,Information
13504,RFCOMM,"The operation completed successfully.",1,4,Information
13503,BTHUSB,"The operation completed successfully.",37,4,Information
13502,BTHUSB,"The operation completed successfully.",37,4,Information
13501,RFCOMM,"The operation completed successfully.",1,4,Information
13500,BTHUSB,"The operation completed successfully.",37,4,Information
13499,BTHUSB,"The operation completed successfully.",37,4,Information
13498,RFCOMM,"The operation completed successfully.",1,4,Information
13497,BTHUSB,"The operation completed successfully.",37,4,Information
13496,BTHUSB,"The operation completed successfully.",37,4,Information
13495,RFCOMM,"The operation completed successfully.",1,4,Information
13494,BTHUSB,"The operation completed successfully.",37,4,Information
13493,BTHUSB,"The operation completed successfully.",37,4,Information
13492,RFCOMM,"The operation completed successfully.",1,4,Information
13491,BTHUSB,"The operation completed successfully.",37,4,Information
13490,BTHUSB,"The operation completed successfully.",37,4,Information
13489,RFCOMM,"The operation completed successfully.",1,4,Information
13488,BTHUSB,"The operation completed successfully.",37,4,Information
13487,BTHUSB,"The operation completed successfully.",37,4,Information
13486,RFCOMM,"The operation completed successfully.",1,4,Information
